episode,mean,ci_lower,ci_upper
512,-194.73333333333332,-241.47784873797534,-147.9888179286913
513,-148.8,-165.7304876139007,-131.86951238609933
514,-184.66666666666666,-236.0060861038608,-133.3272472294725
515,-130.86666666666667,-141.6383350968761,-120.09499823645726
516,-145.8,-162.42416905057883,-129.1758309494212
517,-133.06666666666666,-146.65407336769903,-119.4792599656343
518,-189.26666666666668,-247.36838032635654,-131.16495300697682
519,-136.2,-149.15143321798786,-123.2485667820121
520,-171.86666666666667,-207.25677106972347,-136.47656226360988
521,-138.13333333333333,-153.66988755924888,-122.59677910741776
522,-174.2,-220.28152253657518,-128.1184774634248
523,-142.93333333333334,-154.95248869159067,-130.914177975076
524,-133.86666666666667,-147.66034734109684,-120.07298599223651
525,-161.66666666666666,-189.41582873075896,-133.91750460257435
526,-137.86666666666667,-151.55223531450937,-124.18109801882399
527,-132.4,-146.88197005628416,-117.91802994371585
528,-143.53333333333333,-161.01032768124787,-126.05633898541879
529,-145.8,-167.9094795797841,-123.69052042021593
530,-136.8,-151.18307064109285,-122.41692935890718
531,-136.0,-150.19042406382243,-121.80957593617755
532,-142.13333333333333,-154.73960837983887,-129.52705828682778
533,-143.73333333333332,-157.41341154840103,-130.0532551182656
534,-133.86666666666667,-147.63432906380154,-120.0990042695318
535,-150.26666666666668,-183.51637413360595,-117.01695919972741
536,-143.6,-159.2503541969148,-127.94964580308519
537,-133.53333333333333,-147.22763222388278,-119.83903444278388
538,-146.73333333333332,-155.9385503790775,-137.52811628758914
539,-137.26666666666668,-152.4728836252857,-122.06044970804766
540,-129.86666666666667,-156.52706456094953,-103.20626877238382
541,-139.33333333333334,-156.02358125550944,-122.64308541115724
542,-136.4,-156.98304866307873,-115.81695133692129
543,-157.26666666666668,-189.80527289874007,-124.72806043459329
544,-138.8,-158.0388197189375,-119.56118028106253
545,-133.53333333333333,-148.14098617899128,-118.92568048767536
546,-140.4,-157.5684265453898,-123.23157345461023
547,-134.33333333333334,-157.28136634837102,-111.38530031829566
548,-141.2,-160.38727771090925,-122.01272228909073
549,-145.26666666666668,-165.6962373798737,-124.83709595345967
550,-135.8,-153.8992908688588,-117.70070913114121
551,-131.46666666666667,-144.98781526569616,-117.94551806763718
552,-130.13333333333333,-146.0905814911571,-114.17608517550954
553,-132.4,-145.7251814013085,-119.07481859869151
554,-132.46666666666667,-145.78680726874964,-119.1465260645837
555,-127.26666666666667,-139.98029384266843,-114.55303949066491
556,-132.8,-146.80293160417173,-118.79706839582829
557,-133.13333333333333,-148.88922670316424,-117.37743996350243
558,-144.2,-158.3677860326399,-130.03221396736006
559,-130.53333333333333,-145.6792478060489,-115.38741886061777
560,-131.33333333333334,-143.87415700526057,-118.79250966140611
561,-137.2,-150.74301851139543,-123.65698148860453
562,-129.6,-142.3207875647173,-116.87921243528268
563,-148.2,-167.37392533161173,-129.02607466838825
564,-134.0,-148.16633982368063,-119.83366017631937
565,-136.4,-148.31548179843725,-124.48451820156278
566,-134.33333333333334,-148.39887827017708,-120.2677883964896
567,-139.26666666666668,-151.42142955449214,-127.11190377884121
568,-144.13333333333333,-157.15663381504828,-131.11003285161837
569,-135.66666666666666,-146.74896673546172,-124.58436659787161
570,-147.0,-163.69263470316574,-130.30736529683426
571,-139.8,-154.0050953987958,-125.59490460120423
572,-135.8,-147.8088282784884,-123.79117172151163
573,-144.13333333333333,-156.88905946769412,-131.37760719897253
574,-134.2,-149.44068575884955,-118.95931424115042
575,-129.13333333333333,-142.73129128024308,-115.53537538642358
576,-140.2,-154.09767619903892,-126.30232380096105
577,-128.86666666666667,-140.8037180750307,-116.92961525830263
578,-124.93333333333334,-136.37016302095674,-113.49650364570995
579,-140.13333333333333,-152.2886580875915,-127.97800857907515
580,-134.33333333333334,-150.17762081892025,-118.48904584774644
581,-137.6,-150.511294927741,-124.68870507225897
582,-136.2,-150.96961117971625,-121.43038882028371
583,-133.93333333333334,-145.8512030708947,-122.01546359577195
584,-128.93333333333334,-142.35130070603233,-115.51536596063434
585,-132.2,-145.3995324900375,-119.00046750996249
586,-131.0,-142.3717541693834,-119.62824583061659
587,-128.46666666666667,-143.56742237598772,-113.3659109573456
588,-134.46666666666667,-146.6388353538049,-122.29449797952844
589,-136.33333333333334,-151.0235058507884,-121.64316081587826
590,-127.53333333333333,-139.3799320150616,-115.68673465160506
591,-131.26666666666668,-144.47947255814657,-118.05386077518679
592,-138.93333333333334,-151.7192742048676,-126.14739246179907
593,-135.33333333333334,-146.7525334869408,-123.91413317972591
594,-147.73333333333332,-174.76489505854084,-120.70177160812581
595,-122.8,-136.04472809837935,-109.55527190162063
596,-140.26666666666668,-153.24873592363002,-127.28459740970334
597,-147.66666666666666,-180.8167081503567,-114.51662518297661
598,-139.26666666666668,-150.75116905386142,-127.78216427947194
599,-121.73333333333333,-133.82330741534457,-109.64335925132208
