episode,q_learning,sarsa
31592,-333.0,-229.0
31593,-174.0,-185.0
31594,-357.0,-280.0
31595,-267.0,-234.0
31596,-388.0,-227.0
31597,-314.0,-271.0
31598,-253.0,-193.0
31599,-500.0,-200.0
31600,-186.0,-312.0
31601,-328.0,-383.0
31602,-344.0,-179.0
31603,-242.0,-281.0
31604,-226.0,-224.0
31605,-333.0,-210.0
31606,-197.0,-154.0
31607,-248.0,-225.0
31608,-288.0,-345.0
31609,-157.0,-161.0
31610,-380.0,-202.0
31611,-219.0,-369.0
31612,-192.0,-261.0
31613,-397.0,-284.0
31614,-215.0,-188.0
31615,-324.0,-304.0
31616,-419.0,-222.0
31617,-439.0,-146.0
31618,-441.0,-213.0
31619,-246.0,-206.0
31620,-250.0,-281.0
31621,-408.0,-204.0
31622,-166.0,-222.0
31623,-373.0,-334.0
31624,-276.0,-271.0
31625,-292.0,-207.0
31626,-195.0,-500.0
31627,-231.0,-212.0
31628,-287.0,-183.0
31629,-421.0,-234.0
31630,-238.0,-289.0
31631,-238.0,-222.0
31632,-354.0,-164.0
31633,-483.0,-217.0
31634,-203.0,-456.0
31635,-364.0,-174.0
31636,-207.0,-386.0
31637,-256.0,-215.0
31638,-500.0,-205.0
31639,-389.0,-283.0
31640,-214.0,-238.0
31641,-298.0,-201.0
31642,-222.0,-231.0
31643,-307.0,-148.0
31644,-160.0,-237.0
31645,-247.0,-403.0
31646,-302.0,-147.0
31647,-371.0,-301.0
31648,-402.0,-200.0
31649,-295.0,-367.0
31650,-325.0,-266.0
31651,-500.0,-178.0
31652,-232.0,-500.0
31653,-356.0,-203.0
31654,-149.0,-256.0
31655,-379.0,-340.0
31656,-249.0,-215.0
31657,-451.0,-202.0
31658,-245.0,-405.0
31659,-157.0,-313.0
31660,-305.0,-271.0
31661,-184.0,-272.0
31662,-500.0,-194.0
31663,-260.0,-219.0
31664,-226.0,-248.0
31665,-456.0,-251.0
31666,-193.0,-385.0
31667,-224.0,-271.0
31668,-330.0,-188.0
31669,-332.0,-257.0
31670,-229.0,-148.0
31671,-187.0,-246.0
31672,-231.0,-186.0
31673,-500.0,-190.0
31674,-294.0,-297.0
31675,-263.0,-242.0
31676,-284.0,-408.0
31677,-362.0,-206.0
31678,-313.0,-152.0
31679,-340.0,-500.0
31680,-402.0,-232.0
31681,-186.0,-303.0
31682,-165.0,-187.0
31683,-319.0,-249.0
31684,-329.0,-456.0
31685,-264.0,-222.0
31686,-203.0,-211.0
31687,-264.0,-339.0
31688,-296.0,-158.0
31689,-156.0,-316.0
31690,-319.0,-384.0
31691,-258.0,-290.0
31692,-295.0,-245.0
31693,-227.0,-382.0
31694,-329.0,-151.0
31695,-284.0,-201.0
31696,-369.0,-272.0
31697,-195.0,-163.0
31698,-181.0,-228.0
31699,-291.0,-335.0
31700,-474.0,-240.0
31701,-246.0,-246.0
31702,-208.0,-245.0
31703,-231.0,-250.0
31704,-500.0,-187.0
31705,-286.0,-181.0
31706,-249.0,-221.0
31707,-157.0,-260.0
31708,-262.0,-196.0
31709,-247.0,-205.0
31710,-446.0,-218.0
31711,-268.0,-191.0
31712,-205.0,-313.0
31713,-281.0,-252.0
31714,-272.0,-180.0
31715,-215.0,-198.0
31716,-226.0,-309.0
31717,-364.0,-188.0
31718,-235.0,-220.0
31719,-386.0,-186.0
31720,-338.0,-310.0
31721,-464.0,-195.0
31722,-265.0,-208.0
31723,-294.0,-185.0
31724,-219.0,-190.0
31725,-414.0,-166.0
31726,-203.0,-174.0
31727,-216.0,-208.0
31728,-193.0,-216.0
31729,-351.0,-193.0
31730,-487.0,-171.0
31731,-391.0,-232.0
31732,-339.0,-293.0
31733,-267.0,-323.0
31734,-352.0,-258.0
31735,-229.0,-322.0
31736,-246.0,-187.0
31737,-303.0,-334.0
31738,-196.0,-297.0
31739,-239.0,-195.0
31740,-411.0,-311.0
31741,-263.0,-265.0
31742,-206.0,-472.0
31743,-500.0,-266.0
31744,-244.0,-164.0
31745,-180.0,-322.0
31746,-212.0,-291.0
31747,-230.0,-207.0
31748,-188.0,-200.0
31749,-355.0,-292.0
31750,-284.0,-300.0
31751,-299.0,-380.0
31752,-278.0,-198.0
31753,-272.0,-259.0
31754,-451.0,-223.0
31755,-291.0,-187.0
31756,-277.0,-320.0
31757,-405.0,-219.0
31758,-189.0,-282.0
31759,-310.0,-267.0
31760,-500.0,-221.0
31761,-500.0,-224.0
31762,-280.0,-328.0
31763,-180.0,-303.0
31764,-269.0,-262.0
31765,-359.0,-230.0
31766,-267.0,-176.0
31767,-304.0,-191.0
31768,-303.0,-416.0
31769,-500.0,-225.0
31770,-435.0,-279.0
31771,-307.0,-308.0
31772,-361.0,-346.0
31773,-212.0,-253.0
31774,-254.0,-238.0
31775,-300.0,-207.0
31776,-216.0,-230.0
31777,-291.0,-209.0
31778,-194.0,-181.0
31779,-405.0,-274.0
31780,-302.0,-167.0
31781,-327.0,-152.0
31782,-233.0,-243.0
31783,-199.0,-323.0
31784,-213.0,-203.0
31785,-261.0,-401.0
31786,-228.0,-200.0
31787,-324.0,-239.0
31788,-267.0,-177.0
31789,-209.0,-224.0
31790,-293.0,-209.0
31791,-500.0,-270.0
31792,-356.0,-140.0
31793,-332.0,-478.0
31794,-237.0,-171.0
31795,-421.0,-396.0
31796,-206.0,-229.0
31797,-295.0,-245.0
31798,-313.0,-196.0
31799,-185.0,-272.0
31800,-230.0,-194.0
31801,-324.0,-367.0
31802,-319.0,-327.0
31803,-253.0,-207.0
31804,-185.0,-244.0
31805,-177.0,-154.0
31806,-195.0,-120.0
31807,-373.0,-177.0
31808,-174.0,-205.0
31809,-353.0,-209.0
31810,-274.0,-500.0
31811,-153.0,-226.0
31812,-310.0,-255.0
31813,-270.0,-184.0
31814,-253.0,-146.0
31815,-259.0,-235.0
31816,-398.0,-350.0
31817,-274.0,-332.0
31818,-315.0,-240.0
31819,-289.0,-285.0
31820,-249.0,-261.0
31821,-500.0,-262.0
31822,-373.0,-231.0
31823,-218.0,-240.0
31824,-170.0,-438.0
31825,-277.0,-190.0
31826,-349.0,-205.0
31827,-348.0,-281.0
31828,-500.0,-283.0
31829,-346.0,-159.0
31830,-254.0,-194.0
31831,-319.0,-214.0
31832,-419.0,-275.0
31833,-242.0,-198.0
31834,-253.0,-294.0
31835,-177.0,-278.0
31836,-362.0,-422.0
31837,-290.0,-343.0
31838,-500.0,-192.0
31839,-267.0,-294.0
31840,-180.0,-222.0
31841,-275.0,-165.0
31842,-260.0,-220.0
31843,-252.0,-307.0
31844,-171.0,-330.0
31845,-219.0,-336.0
31846,-169.0,-334.0
31847,-146.0,-248.0
31848,-283.0,-350.0
31849,-236.0,-193.0
31850,-260.0,-218.0
31851,-238.0,-281.0
31852,-428.0,-278.0
31853,-500.0,-270.0
31854,-500.0,-259.0
31855,-369.0,-434.0
31856,-312.0,-425.0
31857,-193.0,-354.0
31858,-337.0,-249.0
31859,-339.0,-349.0
31860,-282.0,-254.0
31861,-446.0,-289.0
31862,-269.0,-370.0
31863,-440.0,-242.0
31864,-257.0,-265.0
31865,-227.0,-230.0
31866,-387.0,-282.0
31867,-218.0,-500.0
31868,-290.0,-347.0
31869,-384.0,-282.0
31870,-190.0,-212.0
31871,-311.0,-260.0
31872,-452.0,-307.0
31873,-223.0,-306.0
31874,-278.0,-220.0
31875,-383.0,-357.0
31876,-245.0,-184.0
31877,-232.0,-385.0
31878,-282.0,-186.0
31879,-247.0,-207.0
31880,-322.0,-240.0
31881,-207.0,-173.0
31882,-360.0,-242.0
31883,-259.0,-214.0
31884,-328.0,-490.0
31885,-248.0,-464.0
31886,-445.0,-222.0
31887,-272.0,-295.0
31888,-180.0,-160.0
31889,-247.0,-260.0
31890,-361.0,-336.0
31891,-287.0,-226.0
31892,-379.0,-207.0
31893,-328.0,-171.0
31894,-309.0,-310.0
31895,-385.0,-216.0
31896,-404.0,-113.0
31897,-210.0,-250.0
31898,-317.0,-208.0
31899,-208.0,-316.0
31900,-372.0,-228.0
31901,-206.0,-243.0
31902,-252.0,-404.0
31903,-276.0,-181.0
31904,-419.0,-205.0
31905,-356.0,-238.0
31906,-308.0,-500.0
31907,-491.0,-326.0
31908,-255.0,-193.0
31909,-220.0,-218.0
31910,-264.0,-260.0
31911,-274.0,-314.0
31912,-278.0,-393.0
31913,-218.0,-377.0
31914,-242.0,-267.0
31915,-301.0,-166.0
31916,-209.0,-157.0
31917,-307.0,-250.0
31918,-295.0,-294.0
31919,-316.0,-249.0
31920,-354.0,-248.0
31921,-350.0,-270.0
31922,-222.0,-203.0
31923,-441.0,-312.0
31924,-332.0,-198.0
31925,-500.0,-211.0
31926,-317.0,-242.0
31927,-235.0,-237.0
31928,-308.0,-205.0
31929,-447.0,-251.0
31930,-326.0,-259.0
31931,-418.0,-292.0
31932,-500.0,-180.0
31933,-272.0,-145.0
31934,-311.0,-174.0
31935,-361.0,-306.0
31936,-400.0,-271.0
31937,-325.0,-232.0
31938,-317.0,-302.0
31939,-213.0,-157.0
31940,-245.0,-179.0
31941,-352.0,-188.0
31942,-292.0,-273.0
31943,-405.0,-348.0
31944,-289.0,-226.0
31945,-378.0,-234.0
31946,-327.0,-348.0
31947,-410.0,-195.0
31948,-379.0,-283.0
31949,-352.0,-230.0
31950,-290.0,-303.0
31951,-224.0,-500.0
31952,-263.0,-199.0
31953,-271.0,-361.0
31954,-500.0,-142.0
31955,-375.0,-213.0
31956,-488.0,-241.0
31957,-500.0,-223.0
31958,-363.0,-151.0
31959,-299.0,-297.0
31960,-252.0,-219.0
31961,-251.0,-330.0
31962,-392.0,-221.0
31963,-436.0,-310.0
31964,-481.0,-197.0
31965,-239.0,-427.0
31966,-309.0,-301.0
31967,-343.0,-353.0
31968,-213.0,-303.0
31969,-277.0,-237.0
31970,-172.0,-275.0
31971,-218.0,-155.0
31972,-427.0,-222.0
31973,-371.0,-500.0
31974,-319.0,-417.0
31975,-332.0,-222.0
31976,-212.0,-228.0
31977,-298.0,-164.0
31978,-284.0,-254.0
31979,-192.0,-222.0
31980,-234.0,-500.0
31981,-250.0,-187.0
31982,-305.0,-207.0
31983,-349.0,-284.0
31984,-319.0,-206.0
31985,-192.0,-224.0
31986,-229.0,-443.0
31987,-164.0,-183.0
31988,-469.0,-271.0
31989,-313.0,-329.0
31990,-298.0,-372.0
31991,-367.0,-258.0
31992,-203.0,-304.0
31993,-328.0,-344.0
31994,-293.0,-267.0
31995,-412.0,-244.0
31996,-199.0,-443.0
31997,-226.0,-266.0
31998,-232.0,-239.0
31999,-456.0,-261.0
32000,-286.0,-288.0
32001,-242.0,-196.0
32002,-163.0,-208.0
32003,-255.0,-301.0
32004,-195.0,-259.0
32005,-322.0,-329.0
32006,-359.0,-322.0
32007,-273.0,-261.0
32008,-303.0,-231.0
32009,-205.0,-388.0
32010,-242.0,-296.0
32011,-357.0,-286.0
32012,-365.0,-165.0
32013,-350.0,-370.0
32014,-233.0,-185.0
32015,-191.0,-209.0
32016,-221.0,-186.0
32017,-163.0,-360.0
32018,-500.0,-364.0
32019,-310.0,-227.0
32020,-256.0,-341.0
32021,-361.0,-219.0
32022,-232.0,-379.0
32023,-280.0,-333.0
32024,-180.0,-238.0
32025,-218.0,-181.0
32026,-240.0,-189.0
32027,-337.0,-354.0
32028,-269.0,-218.0
32029,-233.0,-371.0
32030,-230.0,-500.0
32031,-352.0,-286.0
32032,-223.0,-291.0
32033,-323.0,-341.0
32034,-236.0,-326.0
32035,-405.0,-348.0
32036,-318.0,-258.0
32037,-171.0,-274.0
32038,-201.0,-219.0
32039,-225.0,-251.0
32040,-388.0,-331.0
32041,-163.0,-278.0
32042,-359.0,-217.0
32043,-262.0,-279.0
32044,-230.0,-273.0
32045,-377.0,-240.0
32046,-171.0,-368.0
32047,-254.0,-251.0
32048,-252.0,-161.0
32049,-185.0,-263.0
32050,-283.0,-319.0
32051,-290.0,-246.0
32052,-346.0,-205.0
32053,-304.0,-132.0
32054,-240.0,-261.0
32055,-189.0,-219.0
32056,-254.0,-453.0
32057,-166.0,-327.0
32058,-500.0,-256.0
32059,-136.0,-228.0
32060,-202.0,-283.0
32061,-281.0,-342.0
32062,-217.0,-174.0
32063,-421.0,-184.0
32064,-233.0,-304.0
32065,-203.0,-290.0
32066,-222.0,-224.0
32067,-358.0,-343.0
32068,-271.0,-477.0
32069,-273.0,-273.0
32070,-261.0,-271.0
32071,-338.0,-211.0
32072,-236.0,-333.0
32073,-252.0,-232.0
32074,-211.0,-252.0
32075,-444.0,-242.0
32076,-253.0,-220.0
32077,-310.0,-231.0
32078,-262.0,-476.0
32079,-185.0,-263.0
32080,-286.0,-214.0
32081,-345.0,-467.0
32082,-296.0,-198.0
32083,-266.0,-207.0
32084,-323.0,-500.0
32085,-345.0,-271.0
32086,-271.0,-231.0
32087,-500.0,-249.0
32088,-174.0,-285.0
32089,-398.0,-237.0
32090,-348.0,-183.0
32091,-340.0,-349.0
32092,-314.0,-231.0
32093,-280.0,-309.0
32094,-192.0,-192.0
32095,-270.0,-393.0
32096,-259.0,-421.0
32097,-212.0,-213.0
32098,-182.0,-202.0
32099,-173.0,-216.0
32100,-261.0,-390.0
32101,-263.0,-250.0
32102,-500.0,-187.0
32103,-307.0,-291.0
32104,-198.0,-350.0
32105,-326.0,-116.0
32106,-193.0,-378.0
32107,-500.0,-456.0
32108,-389.0,-239.0
32109,-181.0,-250.0
32110,-153.0,-238.0
32111,-401.0,-242.0
32112,-312.0,-392.0
32113,-137.0,-303.0
32114,-469.0,-259.0
32115,-241.0,-417.0
32116,-173.0,-500.0
32117,-342.0,-312.0
32118,-280.0,-356.0
32119,-311.0,-228.0
32120,-356.0,-231.0
32121,-235.0,-321.0
32122,-193.0,-195.0
32123,-293.0,-444.0
32124,-433.0,-236.0
32125,-233.0,-279.0
32126,-298.0,-195.0
32127,-223.0,-206.0
32128,-179.0,-275.0
32129,-197.0,-281.0
32130,-425.0,-208.0
32131,-410.0,-210.0
32132,-155.0,-243.0
32133,-142.0,-179.0
32134,-322.0,-306.0
32135,-140.0,-500.0
32136,-178.0,-212.0
32137,-367.0,-168.0
32138,-271.0,-298.0
32139,-335.0,-384.0
32140,-423.0,-136.0
32141,-228.0,-286.0
32142,-490.0,-309.0
32143,-357.0,-228.0
32144,-241.0,-305.0
32145,-350.0,-214.0
32146,-215.0,-181.0
32147,-233.0,-162.0
32148,-242.0,-244.0
32149,-230.0,-317.0
32150,-302.0,-170.0
32151,-204.0,-439.0
32152,-271.0,-195.0
32153,-197.0,-221.0
32154,-371.0,-178.0
32155,-319.0,-208.0
32156,-364.0,-254.0
32157,-296.0,-251.0
32158,-124.0,-148.0
32159,-303.0,-318.0
32160,-347.0,-136.0
32161,-339.0,-216.0
32162,-279.0,-156.0
32163,-166.0,-182.0
32164,-256.0,-272.0
32165,-212.0,-196.0
32166,-254.0,-500.0
32167,-249.0,-290.0
32168,-296.0,-255.0
32169,-263.0,-285.0
32170,-233.0,-154.0
32171,-199.0,-285.0
32172,-349.0,-220.0
32173,-244.0,-174.0
32174,-296.0,-207.0
32175,-290.0,-186.0
32176,-188.0,-318.0
32177,-325.0,-199.0
32178,-308.0,-399.0
32179,-275.0,-191.0
32180,-353.0,-276.0
32181,-345.0,-243.0
32182,-226.0,-214.0
32183,-147.0,-232.0
32184,-226.0,-311.0
32185,-310.0,-298.0
32186,-215.0,-248.0
32187,-179.0,-230.0
32188,-318.0,-231.0
32189,-500.0,-265.0
32190,-264.0,-255.0
32191,-188.0,-207.0
32192,-427.0,-174.0
32193,-184.0,-204.0
32194,-204.0,-244.0
32195,-237.0,-290.0
32196,-248.0,-209.0
32197,-330.0,-195.0
32198,-311.0,-205.0
32199,-265.0,-282.0
32200,-202.0,-224.0
32201,-472.0,-265.0
32202,-298.0,-217.0
32203,-230.0,-350.0
32204,-187.0,-225.0
32205,-284.0,-175.0
32206,-267.0,-227.0
32207,-255.0,-206.0
32208,-229.0,-330.0
32209,-286.0,-135.0
32210,-221.0,-265.0
32211,-389.0,-220.0
32212,-250.0,-238.0
32213,-224.0,-229.0
32214,-204.0,-283.0
32215,-215.0,-331.0
32216,-228.0,-172.0
32217,-359.0,-277.0
32218,-273.0,-475.0
32219,-189.0,-201.0
32220,-500.0,-245.0
32221,-461.0,-234.0
32222,-311.0,-411.0
32223,-213.0,-279.0
32224,-133.0,-352.0
32225,-322.0,-322.0
32226,-206.0,-323.0
32227,-229.0,-191.0
32228,-277.0,-233.0
32229,-463.0,-205.0
32230,-228.0,-244.0
32231,-148.0,-387.0
32232,-174.0,-143.0
32233,-376.0,-422.0
32234,-233.0,-383.0
32235,-197.0,-213.0
32236,-210.0,-163.0
32237,-390.0,-196.0
32238,-196.0,-248.0
32239,-269.0,-165.0
32240,-175.0,-223.0
32241,-258.0,-364.0
32242,-263.0,-185.0
32243,-205.0,-375.0
32244,-185.0,-121.0
32245,-270.0,-266.0
32246,-317.0,-183.0
32247,-190.0,-252.0
32248,-280.0,-500.0
32249,-500.0,-207.0
32250,-183.0,-215.0
32251,-204.0,-206.0
32252,-344.0,-162.0
32253,-500.0,-244.0
32254,-300.0,-247.0
32255,-500.0,-152.0
32256,-347.0,-306.0
32257,-222.0,-139.0
32258,-204.0,-150.0
32259,-240.0,-305.0
32260,-209.0,-268.0
32261,-153.0,-186.0
32262,-301.0,-292.0
32263,-277.0,-215.0
32264,-186.0,-389.0
32265,-354.0,-353.0
32266,-324.0,-167.0
32267,-185.0,-421.0
32268,-355.0,-249.0
32269,-340.0,-131.0
32270,-253.0,-311.0
32271,-305.0,-195.0
32272,-153.0,-259.0
32273,-173.0,-363.0
32274,-235.0,-295.0
32275,-275.0,-191.0
32276,-455.0,-230.0
32277,-273.0,-182.0
32278,-333.0,-408.0
32279,-307.0,-309.0
32280,-375.0,-318.0
32281,-377.0,-223.0
32282,-217.0,-239.0
32283,-450.0,-180.0
32284,-226.0,-259.0
32285,-291.0,-250.0
32286,-226.0,-379.0
32287,-277.0,-353.0
32288,-500.0,-359.0
32289,-310.0,-271.0
32290,-297.0,-500.0
32291,-412.0,-198.0
32292,-260.0,-324.0
32293,-285.0,-181.0
32294,-159.0,-274.0
32295,-211.0,-319.0
32296,-380.0,-310.0
32297,-268.0,-202.0
32298,-293.0,-228.0
32299,-196.0,-228.0
32300,-411.0,-500.0
32301,-427.0,-199.0
32302,-289.0,-267.0
32303,-298.0,-242.0
32304,-184.0,-270.0
32305,-330.0,-255.0
32306,-220.0,-340.0
32307,-500.0,-500.0
32308,-237.0,-263.0
32309,-283.0,-150.0
32310,-434.0,-129.0
32311,-232.0,-271.0
32312,-228.0,-352.0
32313,-260.0,-252.0
32314,-280.0,-392.0
32315,-286.0,-356.0
32316,-199.0,-162.0
32317,-247.0,-257.0
32318,-256.0,-254.0
32319,-491.0,-195.0
32320,-263.0,-161.0
32321,-406.0,-179.0
32322,-500.0,-333.0
32323,-247.0,-238.0
32324,-251.0,-267.0
32325,-190.0,-256.0
32326,-265.0,-269.0
32327,-214.0,-264.0
32328,-222.0,-291.0
32329,-219.0,-244.0
32330,-169.0,-276.0
32331,-411.0,-199.0
32332,-207.0,-228.0
32333,-267.0,-240.0
32334,-367.0,-188.0
32335,-398.0,-316.0
32336,-261.0,-207.0
32337,-257.0,-295.0
32338,-192.0,-420.0
32339,-444.0,-197.0
32340,-235.0,-265.0
32341,-275.0,-358.0
32342,-234.0,-199.0
32343,-195.0,-269.0
32344,-340.0,-235.0
32345,-500.0,-334.0
32346,-335.0,-204.0
32347,-158.0,-358.0
32348,-188.0,-280.0
32349,-241.0,-203.0
32350,-139.0,-345.0
32351,-376.0,-188.0
32352,-347.0,-231.0
32353,-181.0,-500.0
32354,-159.0,-197.0
32355,-174.0,-337.0
32356,-371.0,-207.0
32357,-329.0,-294.0
32358,-500.0,-212.0
32359,-258.0,-239.0
32360,-142.0,-235.0
32361,-251.0,-218.0
32362,-302.0,-376.0
32363,-241.0,-257.0
32364,-356.0,-222.0
32365,-221.0,-226.0
32366,-365.0,-206.0
32367,-166.0,-182.0
32368,-225.0,-187.0
32369,-396.0,-294.0
32370,-354.0,-337.0
32371,-264.0,-241.0
32372,-218.0,-213.0
32373,-500.0,-245.0
32374,-273.0,-359.0
32375,-425.0,-157.0
32376,-186.0,-294.0
32377,-222.0,-292.0
32378,-318.0,-175.0
32379,-274.0,-283.0
32380,-203.0,-252.0
32381,-335.0,-302.0
32382,-255.0,-191.0
32383,-200.0,-267.0
32384,-491.0,-260.0
32385,-172.0,-259.0
32386,-471.0,-499.0
32387,-204.0,-311.0
32388,-202.0,-183.0
32389,-204.0,-218.0
32390,-244.0,-313.0
32391,-252.0,-209.0
32392,-180.0,-223.0
32393,-390.0,-250.0
32394,-292.0,-361.0
32395,-228.0,-168.0
32396,-221.0,-281.0
32397,-320.0,-179.0
32398,-322.0,-219.0
32399,-221.0,-285.0
32400,-247.0,-297.0
32401,-289.0,-226.0
32402,-266.0,-288.0
32403,-234.0,-185.0
32404,-199.0,-176.0
32405,-500.0,-269.0
32406,-437.0,-170.0
32407,-151.0,-319.0
32408,-189.0,-340.0
32409,-301.0,-244.0
32410,-245.0,-178.0
32411,-210.0,-184.0
32412,-189.0,-185.0
32413,-261.0,-389.0
32414,-287.0,-140.0
32415,-371.0,-286.0
32416,-314.0,-365.0
32417,-305.0,-296.0
32418,-479.0,-177.0
32419,-213.0,-167.0
32420,-268.0,-404.0
32421,-292.0,-172.0
32422,-132.0,-162.0
32423,-175.0,-252.0
32424,-183.0,-298.0
32425,-215.0,-324.0
32426,-250.0,-243.0
32427,-304.0,-272.0
32428,-189.0,-443.0
32429,-250.0,-442.0
32430,-163.0,-190.0
32431,-361.0,-316.0
32432,-348.0,-346.0
32433,-251.0,-248.0
32434,-367.0,-193.0
32435,-170.0,-418.0
32436,-433.0,-234.0
32437,-310.0,-376.0
32438,-271.0,-163.0
32439,-500.0,-229.0
32440,-260.0,-291.0
32441,-193.0,-239.0
32442,-287.0,-194.0
32443,-277.0,-427.0
32444,-246.0,-409.0
32445,-299.0,-187.0
32446,-256.0,-233.0
32447,-208.0,-281.0
32448,-322.0,-241.0
32449,-269.0,-169.0
32450,-289.0,-167.0
32451,-268.0,-217.0
32452,-399.0,-199.0
32453,-195.0,-279.0
32454,-301.0,-402.0
32455,-213.0,-247.0
32456,-250.0,-310.0
32457,-222.0,-288.0
32458,-219.0,-283.0
32459,-244.0,-232.0
32460,-249.0,-265.0
32461,-291.0,-448.0
32462,-230.0,-200.0
32463,-241.0,-183.0
32464,-190.0,-194.0
32465,-253.0,-222.0
32466,-230.0,-261.0
32467,-289.0,-243.0
32468,-165.0,-209.0
32469,-155.0,-215.0
32470,-230.0,-314.0
32471,-214.0,-343.0
32472,-243.0,-238.0
32473,-436.0,-249.0
32474,-295.0,-203.0
32475,-348.0,-211.0
32476,-155.0,-221.0
32477,-361.0,-233.0
32478,-361.0,-193.0
32479,-273.0,-269.0
32480,-309.0,-353.0
32481,-208.0,-337.0
32482,-271.0,-232.0
32483,-409.0,-197.0
32484,-238.0,-189.0
32485,-244.0,-206.0
32486,-482.0,-398.0
32487,-302.0,-253.0
32488,-378.0,-494.0
32489,-363.0,-407.0
32490,-286.0,-130.0
32491,-167.0,-385.0
32492,-194.0,-332.0
32493,-417.0,-158.0
32494,-190.0,-221.0
32495,-215.0,-468.0
32496,-255.0,-203.0
32497,-270.0,-183.0
32498,-245.0,-195.0
32499,-332.0,-166.0
32500,-317.0,-207.0
32501,-148.0,-218.0
32502,-205.0,-224.0
32503,-232.0,-218.0
32504,-173.0,-192.0
32505,-183.0,-141.0
32506,-198.0,-222.0
32507,-232.0,-145.0
32508,-274.0,-396.0
32509,-245.0,-283.0
32510,-372.0,-219.0
32511,-125.0,-179.0
32512,-302.0,-256.0
32513,-147.0,-223.0
32514,-187.0,-196.0
32515,-329.0,-175.0
32516,-210.0,-281.0
32517,-327.0,-271.0
32518,-289.0,-207.0
32519,-242.0,-206.0
32520,-236.0,-327.0
32521,-257.0,-289.0
32522,-168.0,-173.0
32523,-424.0,-235.0
32524,-230.0,-274.0
32525,-436.0,-238.0
32526,-258.0,-251.0
32527,-181.0,-298.0
32528,-216.0,-500.0
32529,-168.0,-183.0
32530,-361.0,-314.0
32531,-169.0,-249.0
32532,-196.0,-372.0
32533,-217.0,-403.0
32534,-212.0,-164.0
32535,-253.0,-258.0
32536,-324.0,-234.0
32537,-314.0,-349.0
32538,-286.0,-259.0
32539,-186.0,-317.0
32540,-273.0,-238.0
32541,-171.0,-189.0
32542,-344.0,-202.0
32543,-280.0,-293.0
32544,-247.0,-224.0
32545,-269.0,-144.0
32546,-301.0,-271.0
32547,-273.0,-355.0
32548,-249.0,-276.0
32549,-171.0,-229.0
32550,-310.0,-277.0
32551,-253.0,-200.0
32552,-500.0,-222.0
32553,-246.0,-184.0
32554,-208.0,-140.0
32555,-429.0,-190.0
32556,-272.0,-401.0
32557,-500.0,-202.0
32558,-204.0,-144.0
32559,-281.0,-245.0
32560,-228.0,-245.0
32561,-193.0,-276.0
32562,-225.0,-179.0
32563,-480.0,-273.0
32564,-199.0,-174.0
32565,-359.0,-344.0
32566,-171.0,-354.0
32567,-179.0,-162.0
32568,-244.0,-218.0
32569,-265.0,-269.0
32570,-500.0,-345.0
32571,-261.0,-187.0
32572,-321.0,-447.0
32573,-233.0,-364.0
32574,-444.0,-140.0
32575,-262.0,-312.0
32576,-207.0,-221.0
32577,-368.0,-161.0
32578,-188.0,-211.0
32579,-214.0,-253.0
32580,-237.0,-180.0
32581,-187.0,-217.0
32582,-200.0,-173.0
32583,-250.0,-245.0
32584,-197.0,-241.0
32585,-500.0,-237.0
32586,-207.0,-342.0
32587,-457.0,-242.0
32588,-224.0,-292.0
32589,-174.0,-226.0
32590,-181.0,-245.0
32591,-211.0,-290.0
32592,-175.0,-232.0
32593,-250.0,-219.0
32594,-219.0,-255.0
32595,-170.0,-255.0
32596,-265.0,-255.0
32597,-321.0,-246.0
32598,-426.0,-201.0
32599,-197.0,-159.0
32600,-273.0,-285.0
32601,-169.0,-262.0
32602,-339.0,-500.0
32603,-173.0,-126.0
32604,-217.0,-240.0
32605,-354.0,-250.0
32606,-178.0,-198.0
32607,-244.0,-213.0
32608,-375.0,-211.0
32609,-316.0,-186.0
32610,-493.0,-183.0
32611,-235.0,-232.0
32612,-317.0,-412.0
32613,-228.0,-190.0
32614,-301.0,-187.0
32615,-341.0,-277.0
32616,-316.0,-500.0
32617,-233.0,-164.0
32618,-248.0,-246.0
32619,-314.0,-187.0
32620,-133.0,-159.0
32621,-384.0,-207.0
32622,-226.0,-271.0
32623,-247.0,-383.0
32624,-183.0,-425.0
32625,-295.0,-301.0
32626,-200.0,-248.0
32627,-321.0,-473.0
32628,-187.0,-232.0
32629,-332.0,-246.0
32630,-196.0,-212.0
32631,-500.0,-339.0
32632,-327.0,-227.0
32633,-500.0,-217.0
32634,-262.0,-213.0
32635,-500.0,-211.0
32636,-179.0,-397.0
32637,-241.0,-228.0
32638,-415.0,-191.0
32639,-236.0,-222.0
32640,-247.0,-130.0
32641,-213.0,-250.0
32642,-170.0,-286.0
32643,-205.0,-387.0
32644,-276.0,-280.0
32645,-186.0,-201.0
32646,-438.0,-237.0
32647,-280.0,-222.0
32648,-172.0,-145.0
32649,-158.0,-269.0
32650,-476.0,-252.0
32651,-327.0,-240.0
32652,-192.0,-228.0
32653,-254.0,-206.0
32654,-225.0,-304.0
32655,-296.0,-242.0
32656,-406.0,-338.0
32657,-253.0,-293.0
32658,-261.0,-216.0
32659,-227.0,-177.0
32660,-245.0,-167.0
32661,-390.0,-460.0
32662,-148.0,-288.0
32663,-360.0,-273.0
32664,-269.0,-287.0
32665,-408.0,-250.0
32666,-189.0,-181.0
